id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/30045152,10.2307/30045152,Rhetoric versus Reality: Rogue States in Interstate Conflict,"Mary Caprioli, Peter F. Trumbore",The Journal of Conflict Resolution,49,5,2005-10-01T00:00:00Z,pp. 770-791,"Sage Publications, Inc.",fla,,"The term rogue state has become part of the common language of American foreign policy, and the assumptions made by policy makers about the international conduct of these actors-that they represent aggressive threats to international peace and security-have become entrenched at the center of U.S. foreign and defense policies. The central assumption of rogue state aggressiveness, however, has not been empirically tested. This project fills that gap. The authors first identify those states that, since 1980, have consistently been described as rogues by policy makers, as well as other states that evince the objective characteristics said to qualify a state for rogue status. When the authors examine these states' interstate conflict behavior as a group, they find that they are no more likely to become involved in militarized interstate disputes, no more likely to initiate militarized action, and no more likely to use force first than nonrogue states."
10.2307/30218937,10.2307/30218937,Timely Decisions: The Effects of past National Elections on Party Policy Change,Zeynep Somer-Topcu,The Journal of Politics,71,1,2009-01-01T00:00:00Z,pp. 238-248,"Cambridge University Press, Southern Political Science Association",fla,,"Political parties in established democracies face a trade-off between changing their policy positions in pursuit of votes and adhering to their previous positions in order to reduce risks related to change. To reconcile this trade-off parties seek information about public opinion. Past election performance is one such source of information. To date however, there is no consistent result on whether past elections affect party positioning. I highlight two factors that previous analysts have not considered: whether past election results affect the magnitude of parties' policy shifts in the current election, and how the time elapsed since the last election moderates the relationship between past election results and party policy change. My analyses of 23 established democracies generate two conclusions with important implications for understanding party behavior and political representation: parties tend to shift their policies more when they have lost votes in the previous election than when they have gained votes; and the effect of past election results dissipates with the passage of time."
10.2307/25654557,10.2307/25654557,"African peacekeeping in Africa: Warlord politics, defense economics, and state legitimacy",Jonah Victor,Journal of Peace Research,47,2,2010-03-01T00:00:00Z,pp. 217-229,"Sage Publications, Ltd.",fla,,"Since the end of the Cold War, sub-Saharan African states have substantially increased their participation in international peacekeeping operations in Africa. Their contributions have become highly valued and even facilitated by major powers. This article examines why certain African states might contribute more than others to peacekeeping. In particular, prominent arguments are considered about the primacy of regime security concerns and the dynamics of warlord politics in the foreign policymaking of African states, the economic incentives of peacekeeping, and the importance of African states' concerns over their state legitimacy and territorial integrity. First, this study investigates the possibility that peacekeeping might be utilized as a diversionary strategy to divert the attention of both an African state's military and major powers from a regime's misrule. Second, this study examines the extent to which financial and material assistance from donor states encourages poorer states to engage in peacekeeping. Third, the study investigates whether states with less legitimate and more arbitrary borders might have greater incentive to contribute to peacekeeping operations to promote the territorial status quo in Africa. Empirical evidence from a quantitative analysis across 47 states of sub-Saharan Africa from 1989 to 2001 suggests that states that are poorer, with lower state legitimacy and lower political repression, participate more often in regional peacekeeping."
10.2307/2998173,10.2307/2998173,Net Financial Transfers in the European Union: Who Gets What and Why?,Clifford J. Carrubba,The Journal of Politics,59,2,1997-05-01T00:00:00Z,pp. 469-496,"Cambridge University Press, Southern Political Science Association",fla,,"Why do the wealthier European Union (EU) member states agree to make financial transfers to poorer members states? The traditional claim is that these transfers are a function of economic need (e g., regional poverty or weak agricultural sectors). Here I argue that they are actually a device to smooth the market integration process. That is, the more prointegrationist governments provide transfers as a side-payment in exchange for agreement to deeper levels of integration from the less integrationist governments To test this claim, I generate three propositions that relate the level of transfers to measures of how a chosen level of integration will affect a government's chances of reelection These propositions are tested empirically, controlling for the economic need argument The statistical results strongly support the claim that domestic political conditions influence transfer levels Thus, this result implies that the transfers do serve as side-payments to further the integration process"
10.2307/40263535,10.2307/40263535,National Design and State Building in Sub-Saharan Africa,Cameron G. Thies,World Politics,61,4,2009-10-01T00:00:00Z,pp. 623-669,Cambridge University Press,fla,,"This article examines the political geography of state building in contemporary sub-Saharan Africa. The absence of interstate war has produced a unique situation for contemporary state builders in Africa—they have inherited states with relatively fixed borders encapsulating a variety of environmental and geographic conditions, compounded by varying distributions of population densities. The author examines the effects of a variety of strategies that African rulers have employed to enhance their state-building efforts given the type of national design they inhabit. These strategies include the allocation of citizenship, interventions in land tenure patterns, and the adoption and management of national currencies. The author tests the effects of these strategies on several dimensions of state capacity in sub-Saharan Africa from 1960 to 2004 using a variety of statistical analyses. The results indicate that the strategies currently adopted by African rulers have generally failed to substantially augment their capacity."
10.2307/4149800,10.2307/4149800,Uniting for Peace? Democracies and United Nations Peace Operations after the Cold War,James H. Lebovic,The Journal of Conflict Resolution,48,6,2004-12-01T00:00:00Z,pp. 910-936,"Sage Publications, Inc.",fla,,"Does the level of democracy of a country incline it toward participation in post-cold war era, United Nations (UN) peace operations? The link between democracy and multilateral peace operations in liberal theory is explored, and the expanding UN global presence and its indebtedness to democracies are examined. Hypotheses drawn from liberal and realist theory are tested on a global set of countries in the period between 1993 and 2001, using cross-sectional, time-series data and a Heckman selection model. The descriptive evidence and robust model results provide strong support for the proposition that the UN peace operations of the post-cold war era relied on democratic contributions. A country's level of democracy accounts for why and how much countries contributed to these operations when competing with a host of alternative explanations derived from a realist and liberal perspective."
10.2307/27644477,10.2307/27644477,The Law of k/n: The Effect of Chamber Size on Government Spending in Bicameral Legislatures,"Jowei Chen, Neil Malhotra",The American Political Science Review,101,4,2007-11-01T00:00:00Z,pp. 657-676,American Political Science Association,fla,,"Recent work in political economics has examined the positive relationship between legislative size and spending, which Weingast et al. (1981) formalized as the law of 1/n. However, empirical tests of this theory have produced a pattern of divergent findings. The positive relationship between seats and spending appears to hold consistently for unicameral legislatures and for upper chambers in bicameral legislatures but not for lower chambers. We bridge this gap between theory and empirics by extending Weingast et al.'s model to account for bicameralism in the context of a Baron-Ferejohn bargaining game. Our comparative statics predict, and empirical data from U.S. state legislatures corroborate, that the size of the upper chamber (n) is a positive predictor of expenditure, whereas the ratio of lower-to-upper chamber seats (k) exhibits a negative effect. We refer to these relationships as the law of k/n, as the two variables influence spending in opposite directions."
10.2307/40263381,10.2307/40263381,Proportional Representation and Female Parliamentarians,Rob Salmond,Legislative Studies Quarterly,31,2,2006-05-01T00:00:00Z,pp. 175-204,Comparative Legislative Research Center,fla,,"This article asks, ""What effect does the choice of a nation's electoral system have on the gender composition of its parliament over time?"" I find that the electoral system has an important part to play, but previous work has overstated, by factors of between two and three, how much of a difference an electoral system can make. This article contributes an updated nonlinear theory of female representation, an improved dataset on women's representation across space and time, and more modern statistical techniques than previously used in research on this question."
10.2307/27698233,10.2307/27698233,Female Voting Power: The Contribution of Women's Suffrage to the Growth of Social Spending in Western Europe (1869-1960),"Toke S. Aidt, Bianca Dallal",Public Choice,134,4-Mar,2008-03-01T00:00:00Z,pp. 391-417,Springer,fla,,"Women's suffrage was a major event in the history of democratization in Western Europe and elsewhere. Public choice theory predicts that the demand for publicly funded social spending is systematically higher where women have and use the right to vote. Using historical data from six Western European countires for the period 1869–1960, we provide evidence that social spending out of GDP increased by 0.6–1.2% in the short-run as a consequence of women's suffrage, while the long-run effect is three to eight times larger. We also explore a number of other public finance implications of the gender gap."
10.2307/3877870,10.2307/3877870,Democratization and International Organizations,"Edward D. Mansfield, Jon C. Pevehouse",International Organization,60,1,2006-01-01T00:00:00Z,pp. 137-167,"Cambridge University Press, International Organization Foundation, The MIT Press, University of Wisconsin Press",fla,,"International organizations (IOs) have become increasingly pervasive features of the global landscape. While the implications of this development have been studied extensively, relatively little research has examined the factors that prompt states to enter IOs. We argue that democratization is an especially potent impetus to IO membership. Democratizing countries are likely to enter IOs because leaders have difficulty credibly committing to sustain liberal reforms and the consolidation of democracy. Chief executives often have an incentive to solidify their position during democratic transitions by rolling back political liberalization. Entering an IO can help leaders in transitional states credibly commit to carry out democratic reforms, especially if the organization is composed primarily of democratic members. Tests of this hypothesis, based on a new data set of IOs covering the period from 1965 to 2000, confirm that democratization spurs states to join IOs."
10.2307/30218935,10.2307/30218935,Who Do European Parties Represent? How Western European Parties Represent the Policy Preferences of Opinion Leaders,"James Adams, Lawrence Ezrow",The Journal of Politics,71,1,2009-01-01T00:00:00Z,pp. 206-223,"Cambridge University Press, Southern Political Science Association",fla,,"Several recent studies explore how American politicians represent the policy views of subconstituencies within the electorate. We extend this perspective to 12 West European democracies over the period 1973-2002 to examine how mainstream parties responded to electoral subconstituencies. We find that parties were highly responsive to the views of opinion leaders, i.e., citizens who regularly engaged in political discussions and persuasion; by contrast we find no evidence that other types of voters substantively influenced parties' policy programmes. We also identify significant time lags in mainstream parties' responses to opinion leaders' policy beliefs. Our findings have interesting implications for subconstituency representation, for understanding parties' internal policymaking processes, and for spatial modeling."
10.2307/41289401,10.2307/41289401,"Term Limits, Electoral Competition, and Representational Diversity: The Case of Florida","Scot Schraufnagel, Karen Halperin",State Politics & Policy Quarterly,6,4,2006-12-01T00:00:00Z,pp. 448-462,"Sage Publications, Inc.",fla,,"The article assesses two predictions made by term limits advocates: that term limits would increase electoral competition and enhance demographic representation in state legislatures. Although term limits may indeed have these consequences in some places and some times, their early effects in Florida do not provide support for these predictions. Our analysis suggests that state legislative seats that have opened up as the result of term limits yielded races with no smaller margins of victory than in previous elections, nor were they more likely to be contested by the two major political parties. Likewise, we found no significant increase in the representation of minorities or women in the Florida State Legislature after term limits."
10.2307/1558359,10.2307/1558359,"Voter Ideology, the Economy, and the International Environment in Western Democracies, 1952-1989","HeeMin Kim, Richard C. Fording",Political Behavior,23,1,2001-03-01T00:00:00Z,pp. 53-73,Springer,fla,,"Although it is commonly assumed that voters shift on an ideological spectrum over time, there has been relatively little scientific inquiry into the reasons for shifts in voter ideology. In this article, we attempt to explain why voter ideological shifts occur utilizing an interval measure of voter ideology recently developed by Kim and Fording. A pooled time-series analysis of 13 Western democracies for the period of 1952-1989 identifies several internal and external factors causing shifts in voter ideology. With respect to domestic influences, the state of the country's national economy, primarily inflation, seems to drive movement in voter ideology in a most significant way, but we find that the direction of this relationship is dependent on the ideological disposition of the incumbent government. With respect to international influences, we find significant ideological diffusion across neighboring countries of Western democracies. The effects of ideological diffusion are strongest within countries that are small relative to their neighbors. We also find that ideology is influenced by the international political environment, especially the level of East-West tension during the Cold War."
10.2307/25474327,10.2307/25474327,Trade Versus Aid: Donor Generosity in an Era of Globalization,"Erik Lundsgaarde, Christian Breunig, Aseem Prakash",Policy Sciences,40,2,2007-06-01T00:00:00Z,pp. 157-179,Springer,fla,,"Why do foreign aid budgets vary across countries and over time? Existing research indicates that the same set of factors shapes commitments toward both domestic and international redistribution. While scholars have acknowledged international normative influences on aid allocations, research on levels of donor generosity has not examined how international trade influences aid budgets. This paper examines whether imports from developing countries have a 'displacement effect' on aid commitments. Employing a panel of nineteen OECD donor countries, we analyze aid budgets from 1980 to 2000. We find that increased imports from developing countries to donor countries are associated with aid reductions. These results persist after controlling for international and domestic variables identified in previous research, and under other estimation techniques and model specifications."
10.2307/2647558,10.2307/2647558,Party and Committee in Distributive Politics: Evidence from Defense Spending,"Thomas M. Carsey, Barry Rundquist",The Journal of Politics,61,4,1999-11-01T00:00:00Z,pp. 1156-1169,"Cambridge University Press, Southern Political Science Association",fla,,Recent studies of the domestic distribution of military procurement expenditures and representation on congressional defense committees support the traditional committee-centered distributive theory of congressional policymaking in a manner consistent with the assumption that Congress is organized to produce gains from exchange among legislators with diverse interests via intercommittee logrolling. This paper compares the committee-centered distributive theory to a party-centered distributive theory. Analysis of a multiequation model using pooled time-series data on the distribution of military procurement expenditures and defense committee representation among states from 1963 to 1989 supports a party-centered version of the distributive theory.
10.2307/27638606,10.2307/27638606,Democratization and the Varieties of International Organizations,"Edward D. Mansfield, Jon C. Pevehouse",The Journal of Conflict Resolution,52,2,2008-04-01T00:00:00Z,pp. 269-294,"Sage Publications, Inc.",fla,,"Scholars of international relations have devoted remarkably little attention to the issue of why and when states enter international organizations (IOs). We argue that states have particular reason to enter IOs during the process of democratization. In the midst of a democratic transition, state leaders have difficulty making a credible commitment to sustain reforms, since they can benefit from rolling back liberalization. Gaining membership in an IO can enhance the credibility of leaders' commitments to democratic reforms. However, not all IOs are equally useful in this regard. We distinguish between IOs that cover standards in areas such as human rights and environmental protection, those that regulate economic activity, and those that are forums for addressing broad political problems. We argue that democratizing states have greater reason to join standards-based and economic IOs than political organizations. The results of a set of statistical tests support this argument."
10.2307/3555107,10.2307/3555107,Regulating Slavery: Deck-Stacking and Credible Commitment in the Fugitive Slave Act of 1850,Scott J. Basinger,"Journal of Law, Economics, & Organization",19,2,2003-10-01T00:00:00Z,pp. 307-342,Oxford University Press,fla,,"In 1850, Congress delegated federal judicial powers to a new bureaucracy that was devoted to capturing escaped slaves in free states and returning them to their owners. The Fugitive Slave Act was an attempt to enhance the credibility of a commitment made in the Constitution's Article IV § 2, which had gone unenforced for more than half a century. This article demonstrates how Congress engaged in deck-stacking, engineering the administrative structure and judicial procedures of the fugitive slave rendition process in ways that favored slave-holding interests. Analysis of votes by members of Congress on final passage of the act and amendments to the act demonstrate the political influences on choices of process. I demonstrate that regional (free versus slave state), partisan (Whig versus Democrat), and electoral (Free Soil party support) calculations all play a role in determining the likelihood of a legislator voting for the antislavery position. Moreover, political conflict was muted when amendments dealt mainly with structural issues, but was amplified when the amendment's content was procedural."
10.2307/27735113,10.2307/27735113,"Watchdog or Lapdog? Media Freedom, Regime Type, and Government Respect for Human Rights",Jenifer Whitten-Woodring,International Studies Quarterly,53,3,2009-09-01T00:00:00Z,pp. 595-625,"The International Studies Association, Wiley",fla,,"A main justification for press freedom is that free media will act as a watchdog over the government. While we would expect democrácíes to have free media and autocracies to have government-controlled media, some democracies have government-controlled media, and some autocracies have free media. How this mismatch between regime type and media system influences government behavior is a puzzle worth exploring. One of the most widely criticized government behaviors is the violation of physical integrity rights. The question posed here is, how does media freedom affect government respect for these rights? In this article, I theorize that the relationship between media freedom and government respect for human rights differs, depending on the presence of democratic institutions. The findings support my premise. Specifically, the influence of media freedom on government respect for human rights is negative for the most autocratic regimes and positive for only the most democratic regimes."
10.2307/25652211,10.2307/25652211,"Party Strength, the Personal Vote, and Government Spending","David M. Primo, James M. Snyder, Jr.",American Journal of Political Science,54,2,2010-04-01T00:00:00Z,pp. 354-370,Midwest Political Science Association,fla,,"Strong political parties within legislatures are one possible solution to the problem of inefficient universalism, a norm under which all legislators seek large projects for their districts that are paid for out of a common pool. We demonstrate that even if parties have no role in the legislature, their role in elections can be sufficient to reduce spending. If parties in the electorate are strong, then legislators will demand less distributive spending because of a decreased incentive to secure a ""personal vote"" via local projects. We estimate that spending in states with strong party organizations is at least 4% smaller than in states where parties are weak. We also find evidence that strong party states receive less federal aid than states with weak organizations, and we theorize that this is because members of Congress from strong party states feel less compelled to secure aid than members from weak party states."
10.2307/20681690,10.2307/20681690,The Path to Asylum in the US and the Determinants for Who Gets In and Why,"Andy J. Rottman, Christopher J. Fariss, Steven C. Poe",International Migration Review,43,1,2009-04-01T00:00:00Z,pp. 3-34,"The Center for Migration Studies of New York, Inc.",fla,,"The migration of political asylum seekers into the United States has long been a salient political topic; however, social scientists have yet to examine this process in its entirety and in the context of political changes since September 11, 2001. Previous research shows that humanitarian and strategic interests are important for decisions made by asylum officers but that research overlooks the decisions made by immigration judges. Here we examine decisions made by both asylum officers and immigration judges using data from a global set of countries, from 1999 to 2004. We find that the waning importance of human rights is more pronounced for asylum officers than for immigration judges after the attack on the World Trade Center. We also find that language heritage, specifically for asylum seekers from English-, Spanish-, and Arabic-speaking countries, substantially affects acceptance rates made by both decision-makers between the two time periods of our study."
10.2307/1519917,10.2307/1519917,"Executive Authority, the Personal Vote, and Budget Discipline in Latin American and Caribbean Countries","Mark Hallerberg, Patrik Marier",American Journal of Political Science,48,3,2004-07-01T00:00:00Z,pp. 571-587,Midwest Political Science Association,fla,,"Recent scholarship on budgeting in Latin American and Caribbean (LAC) countries indicates that political institutions impact the level of budget discipline. Building upon this previous research, we argue that the principal problem that must be addressed in both the government and the legislature to insure strong fiscal discipline is the common pool resource (CPR) problem. At the cabinet level, the CPR problem arises because ministers consider the implications of decisions on their ministries only. The level of the CPR problem in the legislature depends upon the electoral system. Using a data set of LAC countries for the period 1988-97, we find that executive power in the budget process is most effective in reducing budget deficits when electoral incentives for the personal vote is high in the legislature, while strengthening the president (or prime minister) in countries where the personal vote is low in the legislature has no effect."
10.2307/41428853,10.2307/41428853,The eurozone crisis: how banks and sovereigns came to be joined at the hip,"Ashoka Mody, Damiano Sandri, Refet S. Gürkaynak",Economic Policy,27,70,2012-04-01T00:00:00Z,"pp. 199, 201-230","Center for Economic Studies, Centre for Economic Policy Research, Maison des Sciences de l'Homme, Wiley",fla,,"The eurozone sovereign and banking crisis evolved in three phases. Following the onset of the subprime tremors in July 2007, the risk premia (spreads) on bonds issued by eurozone sovereigns rose from historically low levels; but they rose largely in tandem across the eurozone membership along with global banking stresses. The rescue of the US investment bank, Bear Stearns, in March 2008, oddly enough, marked the start of a distinctively European banking crisis accompanied by increased differentiation of countries within the eurozone. With the greater expectation of public support for distressed banks, the spreads that a sovereign paid tended to rise following evidence of stress in its domestic financial sector. This was especially so in countries with lower growth prospects and higher debt burdens. But there was as yet no feedback from banks to sovereigns. Finally, as the limits of fiscal support for domestic banks became clearer, and coinciding with the nationalization of Anglo Irish in January 2009 but gathering steam with evidence of the Greek sovereign's distress in May 2010, sovereign weaknesses also came to be quickly transmitted to a more pessimistic assessment of the financial sector's prospects, creating the potential of mutual destabilization."
10.2307/30219486,10.2307/30219486,Electoral Incentives and Budgetary Spending: Rethinking the Role of Political Institutions,Eric C. C. Chang,The Journal of Politics,70,4,2008-10-01T00:00:00Z,pp. 1086-1097,"Cambridge University Press, Southern Political Science Association",fla,,"This paper reconciles the long-standing debate on electorally motivated government spending by embedding politicians' electoral incentives in political institutions. Using budgetary spending data from 21 OECD countries from 1973 to 2000, this paper shows that electoral budgetary cycles take the form of higher district-specific spending under single-member district systems and higher social welfare spending under proportional representation systems. This study also shows that budgetary cycles are constrained by multiple veto players. The results remain robust even after taking into account the effect of exchange rate regimes and the possibility of strategically timed elections."
10.2307/25654432,10.2307/25654432,"A Fate Worse Than Debt? International Financial Institutions and Human Rights, 1981–2003","SILJA ERIKSEN, INDRA DE SOYSA",Journal of Peace Research,46,4,2009-07-01T00:00:00Z,pp. 485-503,"Sage Publications, Ltd.",fla,,"Some report that human rights are likely to be violated when poor countries sign up to structural adjustment programmes (SAPs). These violations apparently occur because ordinary people revolt against the neo-liberal policies that SAPs push. This study examines the effect of the actual flow of finances from the World Bank and the IMF, holding constant all other bank-based financial flows, on government respect for human rights. The authors find that pay-in periods are beneficial for human rights, whereas loan dry-ups correlate with violations. Loan dry-ups are likely to occur because of noncompliance with SAPs rather than implementation, since the international financial institutions (IFIs) release loans in tranches to solve the time inconsistency problem. The overall level of indebtedness is robustly related to human rights abuses, but the higher the stock of debt owed to IFIs relative to total debt, the lower the human rights violations. Accumulating debt to IFIs, thus, seems to improve the level of human rights. Additionally, a higher government consumption to GDP ratio reduces human rights, a result that does not suggest that governments that are capable of commanding a higher share of the country's wealth are less likely to face threatening social dissent. Moreover, a proxy for neo-liberal policies, the index of economic freedom, correlates strongly with better human rights. These results do not square well with the view that neo-liberal policy reforms and the attendant austerity measures drive dangerous dissent."
10.2307/3598541,10.2307/3598541,When Tokens Matter,Jocelyn Elise Crowley,Legislative Studies Quarterly,29,1,2004-02-01T00:00:00Z,pp. 109-136,Comparative Legislative Research Center,fla,,"Tokens, or low levels of minority of female representatives in state legislatures, have been studied with respect to their perceptions of self-efficacy and political attitudes but not with respect to their actual influence on the passage of public policy. This paper uses state-level data from the child support program between the years 1976-84 to measure the influence of women tokens on the policy process. Using ordered probit models, I explore policy adoption under three configurations: (1) a test of the independent impact of tokens, (2) a dynamic test of the differential impact of tokens and nontokens to analyze potential backlash effects and the potential diffusion of policy preferences, and (3) an interactive test on the potential for tokens to form coalitions. My analysis strongly suggests that tokens make a policy difference independently and to a greater extent than when they are on the cusp of becoming nontokens, but I found less support for the idea that tokens successfully form coalitions to achieve specific policy goals."
10.2307/40891391,10.2307/40891391,ORGANIZATIONAL DETERMINANTS OF WAGE MODERATION,"LUCIO BACCARO, MARCO SIMONI",World Politics,62,4,2010-10-01T00:00:00Z,pp. 594-635,Cambridge University Press,fla,,"This article contributes to the political economic literature regarding the effects of industrial relations institutions on national economic outcomes. Based on an econometric analysis of the determinants of wage moderation in sixteen industrialized countries between 1974 and 2000, it argues that the organizational characteristics of trade unions have a significant impact on wage dynamics. Controlling for a number of institutional and economic factors, the countries in which trade union confederations directly involve workers in the process of collective bargaining ratification have on average lower wage growth relative to productivity than others. The authors also find that collective bargaining coordination and contract ratification magnify each other's wage-dampening effect. Through case studies of Ireland and Italy, the article examines the causal mechanisms underlying the uncovered statistical regularities and concludes that, particularly at a time in which classic political exchange is waning, worker involvement in contract ratification allows confederation leaders to resolve conflicting claims inside their organizations at lower wage levels than are achieved by a less participatory governance process."
10.2307/4122915,10.2307/4122915,Clarity of Responsibility and Corruption,Margit Tavits,American Journal of Political Science,51,1,2007-01-01T00:00:00Z,pp. 218-229,Midwest Political Science Association,fla,,"This article demonstrates that political institutions influence the level of corruption via clarity of responsibility. The key hypothesis is that when political institutions provide high clarity of responsibility, politicians face incentives to pursue good policies and reduce corruption. These incentives are induced by the electorates' rejection of incumbents who do not provide satisfactory outcomes. However, if lines of responsibility are not clear, the ability of voters to evaluate and punish politicians-as well as to create incentives for performance-declines. The findings confirm that countries with institutions that allow for greater clarity of responsibility have lower levels of corruption."
10.2307/3176145,10.2307/3176145,Do Ethnic and Nonethnic Civil Wars Have the Same Causes?: A Theoretical and Empirical Inquiry (Part 1),Nicholas Sambanis,The Journal of Conflict Resolution,45,3,2001-06-01T00:00:00Z,pp. 259-282,"Sage Publications, Inc.",fla,,"A booming quantitative literature on large-scale political violence has identified important economic and political determinants of civil war. That literature has treated civil war as an aggregate category and has not considered if identity (ethnic/religious) wars have different causes than nonidentity wars. The author argues that this is an important distinction and that identity wars are due predominantly to political grievance rather than lack of economic opportunity. Ethnic heterogeneity is also associated differently with identity than nonidentity wars. Some systemic variables are also important determinants of civil war, and these have been neglected in the existing literature. An important new result is that living in a bad neighborhood, with undemocratic neighbors or neighbors at war, significantly increases a country's risk of experiencing ethnic civil war."
10.2307/3694271,10.2307/3694271,Short versus Long Coalitions: Electoral Accountability and the Size of the Public Sector,"Kathleen Bawn, Frances Rosenbluth",American Journal of Political Science,50,2,2006-04-01T00:00:00Z,pp. 251-265,Midwest Political Science Association,fla,,"This article examines the policy consequences of the number of parties in government. We argue that parties externalize costs not borne by their support groups. Larger parties thus internalize more costs than small parties because they represent more groups. This argument implies that the public sector should be larger the more parties there are in the government coalition. We test this prediction using yearly time-series cross-sectional data from 1970 to 1998 in 17 European countries. We find that increasing the number of parties in government increases the fraction of GDP accounted for by government spending by close to half a percentage point, or more than one billion current dollars in the typical year. We find little support for the alternative claim that the number of legislative parties affects the size of the public sector, except via the number of parties in government."
10.2307/3219802,10.2307/3219802,Do Governors Matter? Budgeting Rules and the Politics of State Policymaking,"Charles Barrilleaux, Michael Berkman",Political Research Quarterly,56,4,2003-12-01T00:00:00Z,pp. 409-417,"Sage Publications, Inc., University of Utah",fla,,"Whether and how governors influence public policies in the U.S. is open to question. This research tests a model of gubernatorial influence on public policymaking in which gubernatorial power is conceived of the governor's power over the budgetary process relative to that of the state legislature. We argue that governors with greater control over the budget process will use those powers to deliver a higher proportion of policies that confer benefits to statewide versus more localized constituencies. As governors' electoral security increases, their willingness to support legislatively desired localized spending increases. Empirical results derived from pooled cross-sectional models largely support the models tested."
10.2307/3595599,10.2307/3595599,Reevaluating Spending in Gubernatorial Races: Job Approval as a Baseline for Spending Effects,Kedron Bardwell,Political Research Quarterly,58,1,2005-03-01T00:00:00Z,pp. 97-105,"Sage Publications, Inc., University of Utah",fla,,"Research on campaign spending has tried to resolve the issue of differential effects for incumbent and challenger spending. This analysis offers two new perspectives to the spending effects literature: (1) It extends the scope of this research to include gubernatorial elections, and (2) it uses job approval ratings to control for governors' popularity. This approval measure sets a pre-campaign baseline for the expected vote that keeps campaign variables from being credited with pre-existing levels of incumbent popularity. A two-stage least squares (TSLS) analysis of two decades of gubernatorial races shows that incumbent spending (unlike challenger spending) does not have a significant effect on the vote. If incumbent spending wins little new support in the course of campaigns, generous public funding for statewide candidates will boost spending by challengers without reducing challenger competitiveness via higher incumbent spending."
10.2307/3088060,10.2307/3088060,Political Repression and Public Perceptions of Human Rights,"Christopher J. Anderson, Patrick M. Regan, Robert L. Ostergard",Political Research Quarterly,55,2,2002-06-01T00:00:00Z,pp. 439-456,"Sage Publications, Inc., University of Utah",fla,,"Based on data from 18 Central and East European countries collected between 1991 and 1996, this article tests informational assumptions underlying strategic interaction and collective action models of government repression and dissent. Specifically, we investigate whether citizens' perceptions of human rights conditions in a country are systematically related to that country's actual conditions of government repression. The analysis suggests that there is a significant relationship between evaluations of human rights conditions and levels of government repression. Moreover, it shows that other political and economic conditions affect human rights evaluations, but that these relations do not lead to a weakening in the relationship between repressive conditions and public perceptions of human rights."
10.2307/40541952,10.2307/40541952,Fighting with One Hand Tied behind the Back: Political Budget Cycles in the West German States,Christina J. Schneider,Public Choice,142,2-Jan,2010-01-01T00:00:00Z,pp. 125-150,Springer,fla,,Theories of political budget cycles have been contested because scholars find that incumbents can manipulate deficits in the pre-election period only if fiscal transparency is low. I argue that these findings do not generally rule out the possibility of fiscal electioneering. Governments may increase spending on highly visible policies. The composition of the budget serves as a second-best strategy. It increases political support without straining the budget balance. An empirical analysis of the West German states reveals alternative electoral budget strategies and ultimately point to the importance of analyzing how governments choose between alternative fiscal instruments.
10.2307/2585487,10.2307/2585487,"The Political Determinants of International Trade: The Major Powers, 1907-90","James D. Morrow, Randolph M. Siverson, Tressa E. Tabares",The American Political Science Review,92,3,1998-09-01T00:00:00Z,pp. 649-661,American Political Science Association,fla,,"We test three arguments about the effect of international politics on trade flows. The first argument states that trade flows are greater between states with similar interests than those with dissimilar interests, the second that trade flows are greater in democratic dyads than nondemocratic dyads, and the third that trade flows are greater between allies. We examine trade flows between the major powers from 1907 to 1990. This period provides variation on all three independent variables of interest and allows us to separate the three arguments empirically. We estimate a gravity model of trade with the above political variables added. Our results demonstrate that joint democracy and common interests increase trade in a dyad, but alliances generally do not, even when controlling for polarity of the system."
10.2307/1555381,10.2307/1555381,"Causes of Tax Reform in Latin America, 1977-95","James E. Mahon, Jr.",Latin American Research Review,39,1,2004-01-01T00:00:00Z,pp. 3-30,The Latin American Studies Association,fla,,"Among the policy changes associated with neoliberalism in Latin America, tax reform has played a leading role as it has been crucial not only to price stabilization but also to managing economic liberalization. But it also has a larger significance, since it involved a reconstitution of core state powers, and these could prove useful to any future government that seeks to expand the state's economic role. This paper seeks to determine its causes more precisely by analyzing data from fifteen Latin American countries from 1977 to 1995. Findings show that the definition of ""tax reform"" has been remarkably similar across the region with less progressivity, fewer exemptions, a new leading role for the value-added tax (VAT), and the strengthening of tax administration. The data analysis then finds reform is predicted by (in roughly descending importance) past inflation, explicit IMF performance conditions, new administrations, more authoritarian-elected governments, the dominance of the president's party in the legislature, established electoral systems, closed-list proportional representation, less polarized party systems, and more numerous parties. Little or no support exists for the causal importance of past changes in gross domestic product (GDP), the constitutional powers of the president, party institutionalization, or partisan balance. The analysis concludes by placing these results in historical context, referring to theories of state formation and the building of institutions in exchange for resources."
