id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/40421578,10.2307/40421578,The Effect of State Legislative Term Limits on Voter Turnout,Kimberly Nalder,State Politics & Policy Quarterly,7,2,2007-07-01T00:00:00Z,pp. 187-210,"Sage Publications, Inc.",fla,,"Term limits advocates argued that the reform would revitalize the electorate and spur increased voter participation. They suggested two main mechanisms by which term limits would do this: (1 ) term limits would increase the number of open-seat races, which tend to be more competitive, and the increased competition would inspire more voting, and (2) the removal of entrenched incumbents would inspire more trust and confidence in government, thereby encouraging voter enthusiasm in a more diffuse way, increasing turnout for all races. I evaluate these hypotheses empirically using data from California state legislative races from 1976 to 2004; incorporating a variety of methods, including pooled cross-sectional time-series regression. I find evidence that state legislative term limits not only fail to achieve the reformers' goals, but they, in fact, decrease voter turnout."
10.2307/3594836,10.2307/3594836,Selection and Influence: Interest Groups and Congressional Voting on Trade Policy,"Benjamin O. Fordham, Timothy J. McKeown",International Organization,57,3,2003-07-01T00:00:00Z,pp. 519-549,"Cambridge University Press, International Organization Foundation, The MIT Press, University of Wisconsin Press",fla,,"Studies of the effects of interest groups on congressional roll-call voting typically view party and ideology as competing factors and rely on a factoral model of interests or a sectoral model including only interest groups with a direct stake in the vote. We depart from that strategy in several ways. We define interest groups at the level of Standard Industrial Classification two-digit codes and observe the universe of interests. For 1979-90, we use measures of geographically and non-geographically based economic interests to estimate the representative's party and ideology. We also consider the factor endowments of individuals within a district to examine their impact on floor votes. We then investigate the influence of these interests on members' party affiliation and ideology, as well as a pool of five floor votes on foreign trade, using instrumental variables for party and ideology. Economic interests account for a substantial portion of the variance in all cases, and models that also include other explanatory variables are highly accurate in estimating floor votes."
10.2307/2132033,10.2307/2132033,Electoral Politics and Strategic Voting in State Supreme Courts,Melinda Gann Hall,The Journal of Politics,54,2,1992-05-01T00:00:00Z,pp. 427-446,"Cambridge University Press, Southern Political Science Association",fla,,"This study suggests that state supreme court justices act strategically to minimize electoral opposition. In order to appease their constituencies, justices who have views contrary to those of the voters and the court majority, and who face competitive electoral conditions will vote with the court majority instead of casting unpopular dissents on politically volatile issues. Using probit, models were estimated of the effects of several types of electoral forces on death penalty votes from 1983 through 1988 in four southern state supreme courts. Results indicate that single-member districts, beginning at the end of a term, prior representational service, narrow vote margins and experience in seeking reelection encourage minority justices to be attentive to their constituencies by voting in accordance with constituent opinion. In essence, constituency influence in state supreme courts is enhanced by competitive electoral conditions and experience with electoral politics."
10.2307/2585487,10.2307/2585487,"The Political Determinants of International Trade: The Major Powers, 1907-90","James D. Morrow, Randolph M. Siverson, Tressa E. Tabares",The American Political Science Review,92,3,1998-09-01T00:00:00Z,pp. 649-661,American Political Science Association,fla,,"We test three arguments about the effect of international politics on trade flows. The first argument states that trade flows are greater between states with similar interests than those with dissimilar interests, the second that trade flows are greater in democratic dyads than nondemocratic dyads, and the third that trade flows are greater between allies. We examine trade flows between the major powers from 1907 to 1990. This period provides variation on all three independent variables of interest and allows us to separate the three arguments empirically. We estimate a gravity model of trade with the above political variables added. Our results demonstrate that joint democracy and common interests increase trade in a dyad, but alliances generally do not, even when controlling for polarity of the system."
10.2307/448961,10.2307/448961,A Dynamic Model of Candidate Fundraising: The Case of Presidential Nomination Campaigns,David F. Damore,Political Research Quarterly,50,2,1997-06-01T00:00:00Z,pp. 343-364,"Sage Publications, Inc., University of Utah",fla,,"Despite the scholarly interest in presidential nomination campaigns, existing research has given limited attention to the role of fundraising in these campaigns. I attempt to fill this void by developing a model based upon the hypothesized relationship between candidates' electoral success and increases in their subsequent fundraising. Using data from three recent nomination campaigns and pooled cross-sectional time-series analyses, I present results suggesting that success and media coverage have a strong impact upon the subsequent fundraising of long-shot candidates, while the subsequent fundraising of established candidates is attributable to their viability. The observed differences in the relationship are due to the expectations associated with the two candidate types."
10.2307/440288,10.2307/440288,Senate Apportionment: Competitiveness and Partisan Advantage,"Frances E. Lee, Bruce I. Oppenheimer",Legislative Studies Quarterly,22,1,1997-02-01T00:00:00Z,pp. 3-24,Comparative Legislative Research Center,fla,,"This paper examines two unanticipated consequences of the equal representation of states on Senate elections—competitiveness and partisan advantage. Using a fixed-effects (LSDV) model that controls for important intervening variables to test the hypothesis that variation in state population size affects the competitiveness of Senate elections, we find a far stronger relationship between state population and electoral competitiveness than have previous works. In addition, Senate apportionment has had implications for the partisan composition of the Senate. When we compare the actual outcomes of Senate elections over time with hypothetical outcomes, which we derive by holding state population constant, we find that Senate apportionment has had important consequences for the partisan composition of the Senate in several periods. From the mid-1970s until (but not including) 1994, Senate apportionment enabled Republicans to hold seats disproportionate to their party's share of the national Senate vote."
10.2307/2991736,10.2307/2991736,Economic Integration and Mass Politics: Market Liberalization and Public Attitudes in the European Union,Matthew J. Gabel,American Journal of Political Science,42,3,1998-07-01T00:00:00Z,pp. 936-953,Midwest Political Science Association,fla,,"Theory: Theories of how domestic politics influence international economic policy differ fundamentally in their treatment of the mass public. A central issue in this controversy is whether members of the mass public form attitudes about international economics that reflect their economic interests. This article examines this assumption using international economic theory to identify variation in economic interests regarding international economic policy. Hypotheses: Citizens of the European Union (EU) form attitudes toward EU membership-an international economic policy-that are consistent with their occupation-based economic interests. Methods: Individual-level heteroskedastic ordered probit analysis of Eurobarometer survey data and OECD economic statistics from 1975 to 1992. Results: While controlling for a variety of potentially confounding factors, the likelihood of positive evaluations of EU membership is positively related to intraoccupational differences in economic benefits from EU membership."
10.2307/2111795,10.2307/2111795,Political Parties and Class Mobilization in Contemporary United States Elections,"Kim Quaile Hill, Jan E. Leighley",American Journal of Political Science,40,3,1996-08-01T00:00:00Z,pp. 787-804,Midwest Political Science Association,fla,,"Research on historical and contemporary American party systems suggests how political party and party system attributes are relevant to class-specific mobilization. The more liberal and competitive the Democratic party in a state, the greater the mobilization of lower-class voters. Liberal and competitive Democratic parties will enhance turnout of the lower classes more than that of other classes. The latter relationships will be stronger in off year elections than in presidential elections. Pooled time-series and cross-sectional analyses of turnout are conducted by social class, state, and year for 1978 through 1990. The first two hypotheses about party attributes and class-specific mobilization are strongly supported, but only in presidential election years."
10.2307/3088385,10.2307/3088385,"Electoral Competition, Legislative Balance, and American State Welfare Policy","Charles Barrilleaux, Thomas Holbrook, Laura Langer",American Journal of Political Science,46,2,2002-04-01T00:00:00Z,pp. 415-427,Midwest Political Science Association,fla,,"This research integrates apparently contradictory portrayals of the role of political parties and electoral competition in American states' public policy making. From one view, political parties are essentially sincere, leading us to expect conservative or liberal dominance to yield changes in public policies that are in keeping with those ideological leanings. Another set of evidence suggests that parties are for the most part strategic, tailoring their policy outputs to electoral circumstances. We argue that parties are neither wholly sincere nor wholly strategic in their policy positions, but that they blend sincere and strategic impulses according to political conditions. We test this revised theory using cross-sectional state level data pooled over the years 1973-1992. Our results reveal the effects of party strength in government to be conditioned by electoral circumstances. For example, Democrats that dominate state legislatures but were elected in close races exert greater changes in welfare spending effort than Democrats with identical numbers of seats who were elected under less competitive elections. Thus both the number of seats and the difficulty of gaining them have policy consequences. The theory developed here provides a more consistent set of expectations regarding the effects of parties on policymaking than is otherwise drawn from existing research."
10.2307/174172,10.2307/174172,"Military Burden, Security Needs, and Economic Growth in the Middle East","James H. Lebovic, Ashfaq Ishaq",The Journal of Conflict Resolution,31,1,1987-03-01T00:00:00Z,pp. 106-138,"Sage Publications, Inc.",fla,,"Economic theory and existing empirical studies do not unambiguously indicate whether higher military expenditures retard or promote economic growth, nor have there been systematic attempts to discern the sources of military spending to help determine how much of that spending can realistically be reduced. This article examines the theoretical link between military spending and economic growth, explores the domestic and regional causes of this spending, and tests a model incorporating a simultaneous relationship between military spending and economic growth in a pooled time-series cross-sectional analysis on various groupings of Middle Eastern states. While the analysis is shown sensitive to assumptions about causality and the numerous problems of pooled data, the results indicate that higher military spending has suppressed economic growth in the Middle East region even when alternative measures of the military burden are used."
10.2307/2132271,10.2307/2132271,Presidential Activities from Truman through Reagan: Timing and Impact,"Paul Brace, Barbara Hinckley",The Journal of Politics,55,2,1993-05-01T00:00:00Z,pp. 382-398,"Cambridge University Press, Southern Political Science Association",fla,,"President watchers worry that the office has become dominated by public relations goals. This notion of a public relations presidency implies that presidents act in deliberate ways to achieve heightened popularity in the polls and in elections. We develop and evaluate a model of presidential activity using data from postwar administrations Truman through Reagan. We also examine the impact of these activities on monthly Gallup approval ratings. There is some evidence that presidents act strategically and reactively in selecting their activities. However, some acts have more impact than others, some help, some hurt, and some make no difference at all."
10.2307/3088064,10.2307/3088064,The Extensiveness of Group Membership and Social Capital: The Impact on Political Tolerance Attitudes,"Allan Cigler, Mark R. Joslyn",Political Research Quarterly,55,1,2002-03-01T00:00:00Z,pp. 7-25,"Sage Publications, Inc., University of Utah",fla,,"This article examines the relationship between membership in voluntary associations and political tolerance attitudes. Though the extensive literature on social capital posits a relationship between group involvement and political tolerance, empirical scrutiny of this proposition has yet to emerge. Specifically, we hypothesize that group membership-its extensiveness across a variety of different associational sectors, and the type of group affiliation-should be associated with variation in political tolerance. The 1972-1994 cumulative files for the General Social Surveys and the 1990 Citizen Participation Survey provide the data to test our hypotheses. The primary findings indicate that there is a strong positive relationship between the extensiveness of group membership and political tolerance. Moreover, this association grows stronger with each additional membership. Finally, after controlling for the extensiveness of group memberships, we find that membership in several specific types of groups affects political tolerance. Overall, results strongly support the social capital proposition linking group membership to political tolerance."
10.2307/20752742,10.2307/20752742,"CULTURE, CIVILIZATION, OR ECONOMY? TEST OF THE CLASH OF CIVILIZATIONS THESIS",Kunihiko Imai,International Journal on World Peace,23,3,2006-09-01T00:00:00Z,pp. 3-32,Professors World Peace Academy,fla,,"Many scholars posit that globalization of national economies has weakened states' control over their societies among developing countries, thus contributing to their democratization. Some scholars such as Samuel Huntington would, however, argue that states from different civilizational groups are so fundamentally different that they react differently toward a similar change, such as internationalization of their economies or democratization of their societies. In order to test the validity of his ""Clash of Civilizations"" thesis, therefore, this paper analyzes his most critical and fundamental claim of civilizational uniqueness by examining whether Confucian or Islamic states would react differently from all other states towards the increased internationalization of their economies."
10.2307/448851,10.2307/448851,Reward without Punishment: Economic Conditions and the Vote,Benjamin Radcliff,Political Research Quarterly,47,3,1994-09-01T00:00:00Z,pp. 721-731,"Sage Publications, Inc., University of Utah",fla,,"It is often suggested that voter dissatisfaction is a more important determinant of behavior than satisfaction. In the familiar terms of economic voting, this negativity bias implies that voters are more likely to punish than reward incumbents for the status of the economy. However, economic conditions affect not only how people vote but whether they vote, such that during periods of poor economic performance much of the public resentment toward the in-party is absorbed by abstention (Rosenstone 1982). Thus, the impact of recession is muted by the reduced propensity of those suffering its effects to actually vote. Given this fact, it appears that the president's party is more consistently rewarded for its economic successes than it is punished for its failures."
10.2307/30024538,10.2307/30024538,The Reciprocal Relationship between State Defense Interest and Committee Representation in Congress,"Thomas M. Carsey, Barry Rundquist",Public Choice,99,4-Mar,1999-01-01T00:00:00Z,pp. 455-463,Springer,fla,,"Does prior representation of a state on a Congressional defense committee lead to higher levels of per capita defense contracts, or do higher levels of prior per capita contract awards to a state increase its probability of being represented on a defense committee? To solve this puzzle, we estimate a cross-lagged three-equation model on data from all 50 states from 1963 to 1989 using maximum likelihood within LISREL. We find a substantial reciprocal but non-confounding relationship between representation and the allocation of benefits for the House, but not for the Senate. Thus, for the House, this more appropriate model of distributive politics in Congress supports both the committee-induced benefits hypothesis and the recruitment hypothesis. Further, the paper elaborates on how this reciprocal relationship plays out over time."
10.2307/2082712,10.2307/2082712,Repression of Human Rights to Personal Integrity in the 1980s: A Global Analysis,"Steven C. Poe, C. Neal Tate",The American Political Science Review,88,4,1994-12-01T00:00:00Z,pp. 853-872,American Political Science Association,fla,,"This crossnational study seeks to explain variations in governmental repression of human rights to personal integrity (state terrorism) in a 153-country sample during the eighties. We outline theoretical perspectives on this topic and subject them to empirical tests using a technique appropriate for our pooled cross-sectional time-series design, namely, ordinary least squares with robust standard errors and a lagged dependent variable. We find democracy and participation in civil or international war to have substantively important and statistically significant effects on repression. The effects of economic development and population size are more modest. The hypothesis linking leftist regime types to abuse of personal integrity rights receives some support. We find no reliable evidence that population growth, British cultural influence, military control, or economic growth affect levels of repression. We conclude by considering the implications of our findings for scholars and practitioners concerned with the prevention of personal integrity abuse."
10.2307/2944794,10.2307/2944794,Enhancing Democracy Through Legislative Redistricting,"Andrew Gelman, Gary King",The American Political Science Review,88,3,1994-09-01T00:00:00Z,pp. 541-559,American Political Science Association,fla,,"We demonstrate the surprising benefits of legislative redistricting (including partisan gerrymandering) for American representative democracy. In so doing, our analysis resolves two long-standing controversies in American politics. First, whereas some scholars believe that redistricting reduces electoral responsiveness by protecting incumbents, others, that the relationship is spurious, we demonstrate that both sides are wrong: redistricting increases responsiveness. Second, while some researchers believe that gerrymandering dramatically increases partisan bias and others deny this effect, we show both sides are in a sense correct. Gerrymandering biases electoral systems in favor of the party that controls the redistricting as compared to what would have happened if the other party controlled it, but any type of redistricting reduces partisan bias as compared to an electoral system without redistricting. Incorrect conclusions in both literatures resulted from misjudging the enormous uncertainties present during redistricting periods, making simplified assumptions about the redistricters' goals, and using inferior statistical methods."
10.2307/2648000,10.2307/2648000,Representation and Public Policy: The Consequences of Senate Apportionment for the Geographic Distribution of Federal Funds,Frances E. Lee,The Journal of Politics,60,1,1998-02-01T00:00:00Z,pp. 34-62,"Cambridge University Press, Southern Political Science Association",fla,,"Political scientists have long believed that the formal arrangements of representative institutions make a difference for public policy; in spite of this, they have largely neglected to investigate the policy effects of Senate apportionment This paper tests the hypothesis that coalition building in the Senate will produce distributions of federal funds to states reflecting the enhanced representation of small states in the Senate Using Bickers and Stein's U. S. Domestic Assistance Programs Database, I find that, first, federal distributive programs are typically constructed so that a majority, frequently an overwhelming majority, of states benefit Second, using a pooled cross-sectional time-series design (N = 350), I examine the distributions of federal funds to states in different types of domestic assistance programs to determine if they bear the imprint of Senate apportionment I find that over-represented states tend to receive higher allocations of federal funds per capita, most notably in programs characterized as nondiscretionary distributive."
10.2307/3219863,10.2307/3219863,Evolution in State Governance Structures: Unintended Consequences of State Tax and Expenditure Limitations,"Shaun Bowler, Todd Donovan",Political Research Quarterly,57,2,2004-06-01T00:00:00Z,pp. 189-196,"Sage Publications, Inc., University of Utah",fla,,"How did state governments respond to constraints imposed by tax and expenditure limitations? We argue that the states' experiences with TELs help us understand an evolutionary dimension to political institutions and institutional change. We test if TEL states created new local governments in response to constraints TELs placed on state budgeting. Other studies show that states shifted their revenue and expenditure mixes in response to TELs. We demonstrate that they also shifted their jurisdictional mix of governance. We find that TEL states were more likely to create new local governments after the ""tax revolt"" of the 1980s. However, this effect depends on where TELs were introduced. They had greater effects on generating new governments in states where ballot initiatives were easier to use."
10.2307/448974,10.2307/448974,"Race, Turnout, and Public Policy in the American States","Benjamin Radcliff, Martin Saiz",Political Research Quarterly,48,4,1995-12-01T00:00:00Z,pp. 775-794,"Sage Publications, Inc., University of Utah",fla,,"We attempt to bridge the conceptual gap between the black politics and state politics literatures by studying the effect of racial differences in electoral participation on public policy. If state politics has considered whether ""voters matter,"" and black politics has asked whether ""black elected officials matter,"" we attempt to determine if ""black voters matter."" In particular, we ask whether, and how, the racial composition of the electorate affects state policies. Our results suggest that the greater black participation relative to that of whites, the less liberal are state policies. The implications for democratic theory and black politics are discussed."
10.2307/30025623,10.2307/30025623,The Electoral Budget Cycle,"André Blais, Richard Nadeau",Public Choice,74,4,1992-01-01T00:00:00Z,pp. 389-403,Springer,fla,,"This article begins with a review of the now substantial literature on the thesis that politicians manipulate governmental outputs so as to favor their chances of reelection. It concludes that while this ""electoral cycle"" thesis was initially overstated by its proponents, it retains more plausibility than recent critics have allowed. This conclusion is then demonstrated through an analysis of expenditures by the ten provincial governments in Canada between 1951 and 1984."
10.2307/2111729,10.2307/2111729,"Campaigns, National Conditions, and U.S. Presidential Elections",Thomas M. Holbrook,American Journal of Political Science,38,4,1994-11-01T00:00:00Z,pp. 973-998,Midwest Political Science Association,fla,,"One unresolved debate in election studies concerns the relative importance of political campaigns and the national political and economic climate in determining election outcomes. In this paper, a model of candidate support that incorporates campaign variables and national conditions is developed and tested using trial heat data from the 1984, 1988, and 1992 presidential elections. The results of the analysis indicate that, while both sets of variables have a significant impact on public opinion, national conditions have a greater impact on determining election outcomes than do campaign events."
10.2307/174289,10.2307/174289,"Bewitched, Bothered, and Bewildered: A Reply to Farber and Gowa and to Mansfield and Snyder","William R. Thompson, Richard Tucker",The Journal of Conflict Resolution,41,3,1997-06-01T00:00:00Z,pp. 462-477,"Sage Publications, Inc.",fla,,
10.2307/2111762,10.2307/2111762,Electoral Cycles in Federal Government Prime Contract Awards: State-Level Evidence from the 1988 and 1992 Presidential Elections,Kenneth R. Mayer,American Journal of Political Science,39,1,1995-02-01T00:00:00Z,pp. 162-185,Midwest Political Science Association,fla,,"The political business-cycle theory is used to test for state-level accelerations in contract awards and deobligations induced by presidential elections. Government contracting agencies accelerate contract awards, and reduce the level of deobligations, immediately before presidential elections. The cycles should not involve any total increase in spending. Pooled-time-series analysis of monthly Department of Defense and civilian agency contract awards and deobligations in each state between October 1985 and December 1992. Both contract awards and deobligations behave as expected. Civilian agency contract awards rise immediately before presidential elections and primaries, and both Department of Defense and civilian agency deobligation activity virtually cease as the elections approach. Although the total level of activity is unchanged in election years, the cycles are clear. This supports the notion that the cycles are important politically even though they have little macroeconomic impact."
10.2307/449170,10.2307/449170,Judicial Policymaking in Published and Unpublished Decisions: The Case of Environmental Civil Litigation,"Evan J. Ringquist, Craig E. Emmert",Political Research Quarterly,52,1,1999-03-01T00:00:00Z,pp. 7-37,"Sage Publications, Inc., University of Utah",fla,,"While recent research has improved dramatically our understanding of appellate judicial behavior in constitutional and criminal law, we know comparatively little about the majority of the decisions made by the federal judiciary: civil case decisions in federal district courts. Moreover, by relying upon published cases exclusively, this research may misrepresent those forces influencing the majority of judicial decisions. We address these shortcomings by outlining an integrated model of judicial policymaking and using this model to explain civil penalty severity in all environmental protection cases (published and unpublished) concluded in federal district courts from 1974-91. Additive and interactive heteroskedastic unit effect regression models demonstrate that penalty severity in environmental cases is affected by case and defendant characteristics, judicial policy preferences, the surrounding political context, and federal institutional actors. These models also demonstrate that political considerations are especially influential in published case decisions."
10.2307/30026187,10.2307/30026187,"Representation, Voluntary Retirement, and Shirking in the Last Term",Charles Tien,Public Choice,106,2-Jan,2001-01-01T00:00:00Z,pp. 117-130,Springer,fla,,"There is disagreement over whether or not representatives shirk. Previous studies, however, have used raw interest group scores that do not allow for accurate comparisons over time. I take advantage of recently published indexed ADA scores by Groseclose, Levitt, and Snyder (1999) that adjust for temporal differences to test for shirking. I compare results from adjusted ADA scores to Poole and Rosenthal's Nominate scores. With a simple, straightforward test of dyadic representation, I provide additional evidence that shirking exists among voluntarily retiring members of Congress."
10.2307/2131864,10.2307/2131864,The Structure of Presidential Approval: Constraints within and across Presidencies,"Paul Brace, Barbara Hinckley",The Journal of Politics,53,4,1991-11-01T00:00:00Z,pp. 993-1017,"Cambridge University Press, Southern Political Science Association",fla,,"If approval polls are as important as they seem to be to presidents and president-watchers, they can tell us more about common constraints across administrations. While an extensive body of research has examined these polls, we know little about the dimensions of approval generally. Based on a priori expectations derived from the institutional literature, we propose a general model that partitions approval into mutually exclusive and exhaustive components: time, circumstances, and administration. This model is applied to pooled monthly observations from the administrations of Truman through Reagan. All three components are statistically significant and together account for most of the variation in approval. We find a time curve, common to all presidents, consisting of a cycle of deflation and partial restoration of approval. From month seven on, presidents suffer a statistically significant loss of support month by month until the erosion subsides when the next election approaches. This temporal dimension, we find, also structures specific presidential activities across the term. We also find significant effects for categories of circumstances holding across all presidencies. Economic conditions and some dramatic events exerted significant effects on approval. Finally, with time and circumstances controlled, we find that a significant amount of variation in approval still exists within each administration. The results of this analysis resolve many of the conflicts in the literature and point the way to a convergence about common constraints on approval. The results also tell us more about the presidential office. They indicate that while the relationship between each administration and the public is distinctive, all of these presidents operated within the same important and significant restraints."
10.2307/2111650,10.2307/2111650,Multi-Dimensional Threat Perception and State Repression: An Inquiry into Why States Apply Negative Sanctions,Christian Davenport,American Journal of Political Science,39,3,1995-08-01T00:00:00Z,pp. 683-713,Midwest Political Science Association,fla,,"Regimes respond to domestic threats with political repression. The precise nature of the domestic threat itself, however, is subject to discussion. State repression is a function of either a unidimensional conception of domestic threats (i.e., where there is one attribute of political conflict considered by the regime) or one that is multidimensional in character (i.e., where there are several attributes considered), conditioned by certain political-economic characteristics: democracy, economic development, coercive capacity, dependency and lagged repression. A pooled cross-sectional time series analysis of 53 countries from 1948 to 1982. Three different aspects of political conflict (conflict frequency, strategic variety, and deviance from cultural norm) are statistically significant in their relationship to repression, supporting the multidimensional conception of domestic threats. Additionally, the degree to which the government is democratic significantly alters the pattern of relationships between political conflict and repressive behavior."
10.2307/2131945,10.2307/2131945,The Political Economy of Attitudes toward Polity and Society in Western European Democracies,"Harold D. Clarke, Nitish Dutt, Allan Kornberg",The Journal of Politics,55,4,1993-11-01T00:00:00Z,pp. 998-1021,"Cambridge University Press, Southern Political Science Association",fla,,"This article employs 1976-1986 Euro-Barometer data to investigate the political economy of public attitudes toward prevailing political and social arrangements in eight Western European countries. Pooled cross-sectional time series analyses reveal that the effects of economic conditions extend beyond their impact on governing party support to influence feelings of life and democracy satisfaction and demands for radical and reformist social change. Attitudes toward democracy and social change also respond to important political events such as the occurrence and outcomes of national elections. We conclude by arguing that the political economy of attitudes toward polity and society in contemporary Western democracies is real, but limited by widely shared beliefs that have become key elements in the political cultures of these countries."
10.2307/449251,10.2307/449251,Interest Group Lobbying and U. S. House Decentralization: Linking Informational Focus to Committee Hearing Appearances,Valerie Heitshusen,Political Research Quarterly,53,1,2000-03-01T00:00:00Z,pp. 151-176,"Sage Publications, Inc., University of Utah",fla,,"Using extensive interview and committee testimony data across two contrasting sets of interests (environmental and labor), this article examines the effects of changing House institutional structure on legislative lobbying. Specifically, I argue that the institutional context of the post-reform House has altered the role of lobbyists as information providers by expanding the scope of the conflict to different committees, forcing groups to lobby a wider variety of legislative actors. Relying upon a distinction between 'technical' and 'political' information, I contend that the effect of decentralizing reforms is strengthened or attenuated by the informational focus of the interest group. Using longitudinal committee testimony data (1959-92) for ten groups, I show that the mid-1970s House reforms had differential effects on environmental groups and labor unions—in part, depending on group informational focus. The results have implications for studies of lobbying tactics, theories of information provision, and models of legislative institutional structure."
10.2307/30218890,10.2307/30218890,Representing Women: The Adoption of Family Leave in Comparative Perspective,Miki Caul Kittilson,The Journal of Politics,70,2,2008-04-01T00:00:00Z,pp. 323-334,"Cambridge University Press, Southern Political Science Association",fla,,A critical justification for heightening the number of women in elective office is that women will promote policies that improve women's equality and autonomy. When and how does women's descriptive representation matter for policy outcomes? The focus on policy outcomes offers an essential test of whether having more women in office makes a difference for citizens' daily lives. Systematic analyses of 19 democracies from 1970 to 2000 reveals that women's parliamentary presence significantly influences the adoption and scope of maternity and childcare leave policies. Women's political presence trumps the ideology of the party in power.
10.2307/2132275,10.2307/2132275,Explaining the Competitiveness of Gubernatorial Primaries,"William D. Berry, Bradley C. Canon",The Journal of Politics,55,2,1993-05-01T00:00:00Z,pp. 454-471,"Cambridge University Press, Southern Political Science Association",fla,,"Political scientists have devoted considerable effort to explaining the extent of electoral division in democracies. In the American context, this interest has sparked research about the factors determining the nature of intraparty competition in the states. Two major explanations have emerged: the opposition hypothesis--which suggests that the strength of the opposition party is the principal determinant of intraparty competitiveness, with a weak opposition leading to strong competition--and the electoral structure hypothesis--which attributes the level of competition principally to the rules governing primaries. In particular, double (or runoff) primaries are held to offer greater incentives to politicians to compete than single primaries. Recent research about the factors determining the competitiveness of gubernatorial primaries has found stronger empirical support for the structure proposition than the opposition hypothesis. We reformulate these hypotheses in a model that presumes that electoral structure and opposition strength interact in influencing the level of competition in gubernatorial primaries such that the effect of structure on competition depends on the strength of the opposition party. Pooled cross-sectional time-series analysis of data from the states extending as far back as 1919 produces strong support for our model, leading to the conclusion that both electoral structure and opposition party strength influence the competitiveness of primaries. The empirical evidence also confirms the importance of incumbency, restrictions on gubernatorial succession, and party endorsements in determining competitiveness."
10.2307/2669341,10.2307/2669341,"Contending Models of Portfolio Allocation and Office Payoffs to Party Factions: Italy, 1963-79",Carol Mershon,American Journal of Political Science,45,2,2001-04-01T00:00:00Z,pp. 277-293,Midwest Political Science Association,fla,,"Of the three major dependent variables in research on coalitions, the least examined is portfolio allocation. Yet comprehending the determinants of portfolio payoffs is of practical and theoretical interest. This article assesses the two chief classes of predictions about portfolio payoffs in the game-theoretic literature and advances a novel third approach to studying office payoffs. OLS estimations and other analyses show that the median faction in the Italian Christian Democratic Party was advantaged in intraparty competition over governing office. Overall, predictions based on a norm of proportionality-to-faction-size evince greater explanatory power than do bargaining set predictions. Variations in the degree of proportionality testify to the interplay between coalition choices and faction payoffs. The logic, methods, and findings here illustrate how to use the study of party factions to enrich the understanding of coalition politics. Most broadly, this research contributes to a rethinking of the connection between country expertise and scientific progress in political science."
10.2307/449199,10.2307/449199,Left Turn in Europe? Reactions to Austerity and the EMU,"Robert E. Bohrer II, Alexander C. Tan",Political Research Quarterly,53,3,2000-09-01T00:00:00Z,pp. 575-595,"Sage Publications, Inc., University of Utah",fla,,"Several important changes have occurred in the European Union (EU) over the course of the last decade. In particular, the Maastricht Treaty criteria for entry into the Economic and Monetary Union (EMU) brought economic austerity across the member states, in spite of high levels of unemployment in the region. At the same time an electoral shift resulted in parties of the left holding government positions in 13 of 15 member states, a marked contrast to the recent past. We examine if recent electoral fluctuations can be attributed to the traditional explanations of economic voting and anti-incumbency or if there is evidence of a fundamental shift in the electoral arena following the passage of the Maastricht Treaty. Using pooled cross-sectional data for the years 1983-1998, we find that for both EMU members and non-members traditional forces help explain electoral outcomes, however an indicator for the squeeze of the post-Maastricht time period also plays a significant role. While left parties have fared well in the post-Maastricht period, the strong, negative effect of incumbency, persistent unemployment, and an overall increase in electoral volatility make any conclusions of a left turn in the member states of the EU premature. Rather, it is likely left parties will find themselves faced with the difficult task of maintaining support while abiding by the constraints imposed by the Maastricht Treaty."
10.2307/440379,10.2307/440379,"Constituency-Level Competition in the U. S. States, 1968-1988: A Pooled Analysis","Emily Van Dunk, Ronald E. Weber",Legislative Studies Quarterly,22,2,1997-05-01T00:00:00Z,pp. 141-159,Comparative Legislative Research Center,fla,,"This work examines constituency-level competition in U.S. state legislative races for the period 1968-88 using two measures of competition—proportion of seats marginal and proportion of seats contested. An incentive model is assessed to determine the impact of four variables—legislative institutionalization, incumbency, the likelihood of the minority party taking control of the chamber, and legislative performance—in a pooled time-series analysis. We find some support for the impact of the explanatory variables, particularly legislative institutionalization and incumbency. Finally, we present both descriptive and statistical evidence that the degree of constituency-level competition is decreasing during the time period under study."
10.2307/2960193,10.2307/2960193,"Does ""Motor Voter"" Work? Evidence from State-Level Data",Stephen Knack,The Journal of Politics,57,3,1995-08-01T00:00:00Z,pp. 796-811,"Cambridge University Press, Southern Political Science Association",fla,,"The National Voter Registration Act of 1993 mandates ""motor voter"" programs in all states prior to the 1996 presidential election. Using state-level registration and turnout data over the 1976-1992 period, this study finds that motor voter programs already implemented in many states have significantly increased participation rates. A duration-based specification of motor voter is employed, to account for the fact that driver's license renewal cycles last up to six years or even more in some states. Dummy-variable specifications are shown to underestimate the eventual impact of motor voter. Models include state dummy variables to control for long-standing differences in participation rates across states that otherwise bias coefficient estimates for registration closing date and other variables. In contrast to motor voter, other provisions required by the NVRA--including mail-in and agency-based registration, and limitations on the purging of voter rolls--show little evidence of effectiveness in the states where they have already been implemented."
